2.65,3.35,2.65,1.91,1.9,Alianza Petrolera,Atletico Nacional S.A,2023-06-06,0.0,1.0
2.4,3.35,3.1,2.02,1.8,Independiente Medellin,America de Cali,2023-06-12,0.0,1.0
2.8,3.3,2.6,1.92,1.9,Alianza Petrolera,Atletico Nacional S.A,2023-06-12,0.0,1.0
1.78,3.65,5.0,2.2,1.68,America de Cali,Boyaca Chico,2023-06-16,3.0,2.0
1.65,3.9,5.75,1.98,1.83,Millonarios FC,Independiente Medellin,2023-06-16,2.0,1.0
2.0,3.4,4.2,2.23,1.66,America de Cali,Boyaca Chico,2023-06-17,3.0,2.0
1.63,3.85,6.15,2.06,1.77,Millonarios FC,Independiente Medellin,2023-06-17,2.0,1.0
2.15,3.2,3.65,2.08,1.76,Atletico Nacional S.A,Millonarios FC,2023-06-20,0.0,0.0
2.05,3.4,3.95,2.23,1.66,Atletico Nacional S.A,Millonarios FC,2023-06-21,0.0,0.0
2.25,3.05,3.45,2.2,1.68,Envigado FC,Atletico Bucaramanga,2023-07-11,1.0,3.0
2.05,3.2,3.85,2.05,1.78,Atletico Huila,Union Magdalena,2023-07-11,2.0,1.0
2.25,3.05,3.45,2.2,1.68,Envigado FC,Atletico Bucaramanga,2023-07-12,1.0,3.0
2.05,3.2,3.85,2.05,1.78,Atletico Huila,Union Magdalena,2023-07-12,2.0,1.0
1.81,3.5,5.0,2.0,1.81,America de Cali,Deportes Tolima,2023-07-16,1.0,0.0
2.85,3.05,2.8,2.35,1.61,Once Caldas Manizales,Atletico Nacional S.A,2023-07-16,1.0,0.0
2.25,3.3,3.5,2.07,1.77,Deportivo Pereira,Deportivo Cali,2023-07-16,1.0,0.0
1.7,3.7,5.6,2.05,1.78,Independiente Santa Fe,Jaguares de Cordoba,2023-07-16,1.0,0.0
2.1,3.3,3.9,2.14,1.72,Deportivo Pereira,Deportivo Cali,2023-07-17,1.0,0.0
1.57,4.0,6.75,1.98,1.83,Independiente Santa Fe,Jaguares de Cordoba,2023-07-17,1.0,0.0
1.95,3.0,4.75,2.18,1.68,Deportes Tolima,Once Caldas Manizales,2023-07-17,1.0,0.0
1.57,4.0,6.75,1.98,1.83,Independiente Santa Fe,Jaguares de Cordoba,2023-07-18,1.0,0.0
1.65,3.8,6.0,2.04,1.79,Millonarios FC,Deportivo Pereira,2023-07-22,,
2.14,3.1,4.1,2.18,1.68,Atletico Bucaramanga,Atletico Huila,2023-07-22,,
2.25,3.2,3.6,2.23,1.66,Independiente Medellin,Junior Barranquilla,2023-07-22,,
2.45,3.0,3.3,2.45,1.56,Jaguares de Cordoba,Boyaca Chico,2023-07-22,,
2.35,3.00,3.65,2.48,1.55,Jaguares de Cordoba,Boyaca Chico,2023-07-24
2.10,3.25,3.25,2.20,1.68,Deportes Tolima,Rionegro Aguilas Doradas,2023-07-24
2.90,3.30,2.25,2.35,1.60,Alianza Petrolera,Millonarios FC,2023-07-24
2.00,3.30,3.45,2.50,1.53,Boyaca Chico,La Equidad Seguros,2023-07-24
2.10,3.15,4.10,2.20,1.68,Deportes Tolima,Rionegro Aguilas Doradas,2023-07-27
3.05,3.15,2.55,2.28,1.64,Alianza Petrolera,Millonarios FC,2023-07-27
2.20,3.10,3.80,2.50,1.53,Boyaca Chico,La Equidad Seguros,2023-07-27
1.90,3.50,4.50,2.14,1.72,Independiente Santa Fe,Independiente Medellin,2023-08-01
2.55,3.05,2.80,1.85,3.20,Atletico Huila,Alianza Petrolera,2023-08-01
1.82,3.45,4.90,2.20,1.68,Alianza Petrolera,Envigado FC,2023-08-09
1.80,3.50,4.80,2.10,1.74,Rionegro Aguilas Doradas,Deportivo Cali,2023-08-09
1.65,3.75,5.75,2.07,1.77,Deportes Tolima,Atletico Huila,2023-08-09
3.30,3.10,2.45,2.55,1.50,Envigado FC,Junior Barranquilla,2023-08-26
2.60,3.20,2.95,2.30,1.63,Union Magdalena,Alianza Petrolera,2023-08-26
2.20,3.15,3.80,2.55,1.52,La Equidad Seguros,Deportes Tolima,2023-08-26
1.85,3.45,4.90,2.55,1.52,Boyaca Chico,Envigado FC,2023-09-01
1.69,3.90,5.35,2.08,1.76,Deportes Tolima,Atletico Bucaramanga,2023-09-01
2.25,3.10,3.65,2.33,1.61,Union Magdalena,Deportivo Cali,2023-09-26
1.75,3.55,5.46,2.20,1.68,Deportivo Pasto,Atletico Huila,2023-09-26
3.50,3.20,2.20,2.33,1.61,Jaguares de Cordoba,Junior Barranquilla,2023-09-26
1.65,3.70,5.50,2.08,1.76,Deportes Tolima,Boyaca Chico,2023-09-26
3.40,3.15,2.35,1.50,2.63,Jaguares de Cordoba,Junior Barranquilla,2023-09-28
1.63,3.80,6.30,2.23,1.66,Deportes Tolima,Boyaca Chico,2023-09-28
3.95,3.15,2.15,2.60,1.50,Jaguares de Cordoba,Junior Barranquilla,2023-09-29
1.54,3.90,7.70,2.28,1.63,Deportes Tolima,Boyaca Chico,2023-09-29
2.90,3.10,2.72,2.32,1.62,Atletico Bucaramanga,Independiente Santa Fe,2023-09-29
1.43,4.55,8.30,1.97,1.85,Atletico Nacional S.A,Envigado FC,2023-09-29
1.80,3.55,4.90,2.20,1.68,Rionegro Aguilas Doradas,Deportivo Pasto,2023-09-29
2.60,3.15,2.90,2.08,1.76,Deportivo Pereira,America de Cali,2023-09-29
3.80,3.10,2.15,1.50,2.63,Jaguares de Cordoba,Deportes Tolima,2023-10-03
1.80,3.50,4.85,2.08,1.76,Junior Barranquilla,Deportivo Cali,2023-10-03
3.85,3.10,2.20,2.33,1.61,Jaguares de Cordoba,Deportes Tolima,2023-10-06
1.72,3.65,5.50,2.40,1.58,Junior Barranquilla,Deportivo Cali,2023-10-06
2.95,3.05,2.70,2.45,1.56,Envigado FC,Deportivo Pereira,2023-10-06
3.30,3.30,2.30,2.20,1.68,Union Magdalena,Atletico Nacional S.A,2023-10-06
1.98,3.55,3.95,2.18,1.68,Independiente Santa Fe,Rionegro Aguilas Doradas,2023-10-06
2.85,3.10,2.75,2.33,1.61,Independiente Santa Fe,Millonarios FC,2023-10-21
1.95,3.45,4.30,2.18,1.68,Union Magdalena,Atletico Bucaramanga,2023-10-21
1.65,3.75,6.15,2.18,1.68,Junior Barranquilla,Once Caldas Manizales,2023-10-21
1.45,4.65,7.60,1.85,1.96,Rionegro Aguilas Doradas,Envigado FC,2023-10-24
1.46,4.30,8.40,2.10,1.75,Deportivo Cali,Jaguares de Cordoba,2023-10-24
2.63,3.05,3.00,2.55,1.53,Atletico Bucaramanga,La Equidad Seguros,2023-10-24
3.26,3.15,2.40,2.43,1.57,Deportivo Pereira,Junior Barranquilla,2023-10-24
1.55,4.05,6.75,2.23,1.66,Millonarios FC,Boyaca Chico,2023-10-24
